DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
2023-04-10 12:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 13:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 14:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 15:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 16:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 17:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 23:00:00,1707.0,20230500,1700.0,20230400,1707.0,20230500
2023-04-17 23:00:00,1678.0,20230600,1684.0,20230500,1678.0,20230600
2023-04-20 02:00:00,,20230600,1677.0,20230500,,20230600
2023-04-20 03:00:00,,20230600,1682.0,20230500,,20230600
2023-04-20 04:00:00,,20230600,1682.0,20230500,,20230600
2023-04-20 21:00:00,,20230600,1682.0,20230500,,20230600
2023-04-20 22:00:00,,20230600,1681.0,20230500,,20230600
2023-04-20 23:00:00,,20230600,1682.0,20230500,,20230600
2023-04-21 01:00:00,,20230600,1675.0,20230500,,20230600
2023-04-21 02:00:00,,20230600,1675.0,20230500,,20230600
2023-04-21 03:00:00,,20230600,1675.0,20230500,,20230600
2023-04-21 04:00:00,,20230600,1675.0,20230500,,20230600
2023-04-21 04:30:00,,20230600,1664.0,20230500,,20230600
2023-04-21 05:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 06:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 07:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 08:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 09:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 10:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 11:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 12:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 13:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 14:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 15:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 16:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 17:00:00,,20230600,1664.0,20230500,,20230600
2023-04-21 23:00:00,,20230600,1675.0,20230500,,20230600
2023-04-22 23:00:00,,20230600,1664.0,20230500,,20230600
2023-04-23 23:00:00,,20230600,1662.0,20230500,,20230600
2023-04-24 01:00:00,,20230600,1669.0,20230500,,20230600
2023-04-24 02:00:00,,20230600,1669.0,20230500,,20230600
2023-04-24 03:00:00,,20230600,1669.0,20230500,,20230600
2023-04-24 04:00:00,,20230600,1669.0,20230500,,20230600
2023-04-24 23:00:00,1654.0,20230600,1660.0,20230500,1654.0,20230600
2023-04-25 01:00:00,,20230600,1666.0,20230500,,20230600
2023-04-25 02:00:00,,20230600,1654.0,20230500,,20230600
2023-04-25 03:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 04:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 07:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 08:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 09:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 10:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 11:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 12:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 13:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 14:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 15:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 16:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 17:00:00,,20230600,1649.0,20230500,,20230600
2023-04-25 23:00:00,,20230600,1649.0,20230500,,20230600
2023-04-26 01:00:00,,20230600,1641.0,20230500,,20230600
2023-04-26 02:00:00,,20230600,1641.0,20230500,,20230600
2023-04-26 03:00:00,,20230600,1641.0,20230500,,20230600
2023-04-26 04:00:00,,20230600,1641.0,20230500,,20230600
2023-04-26 10:00:00,,20230600,1645.0,20230500,,20230600
2023-04-26 11:00:00,,20230600,1645.0,20230500,,20230600
2023-04-26 12:00:00,,20230600,1645.0,20230500,,20230600
2023-04-26 13:00:00,,20230600,1645.0,20230500,,20230600
2023-04-26 14:00:00,,20230600,1645.0,20230500,,20230600
2023-04-26 15:00:00,,20230600,1645.0,20230500,,20230600
2023-04-26 16:00:00,,20230600,1645.0,20230500,,20230600
2023-04-26 17:00:00,,20230600,1645.0,20230500,,20230600
2023-04-26 23:00:00,,20230600,1641.0,20230500,,20230600
2023-04-27 01:00:00,,20230600,1644.0,20230500,,20230600
2023-04-27 02:00:00,,20230600,1644.0,20230500,,20230600
2023-04-27 03:00:00,,20230600,1642.0,20230500,,20230600
2023-04-27 04:00:00,,20230600,1642.0,20230500,,20230600
2023-04-27 15:00:00,,20230600,1645.0,20230500,,20230600
2023-04-27 16:00:00,,20230600,1645.0,20230500,,20230600
2023-04-27 17:00:00,,20230600,1645.0,20230500,,20230600
2023-04-27 22:00:00,,20230600,1653.0,20230500,,20230600
2023-04-27 23:00:00,,20230600,1655.0,20230500,,20230600
2023-04-28 01:00:00,,20230600,1653.0,20230500,,20230600
2023-04-28 02:00:00,,20230600,1656.0,20230500,,20230600
2023-04-28 03:00:00,,20230600,1664.0,20230500,,20230600
2023-04-28 04:00:00,,20230600,1664.0,20230500,,20230600
2023-04-28 23:00:00,,20230600,1664.0,20230500,,20230600
2023-04-30 22:00:00,,20230600,1673.0,20230500,,20230600
2023-04-30 23:00:00,,20230600,1675.0,20230500,,20230600
2023-05-01 01:00:00,1677.0,20230600,1674.0,20230500,1677.0,20230600
2023-05-01 02:00:00,1677.0,20230600,1674.0,20230500,1677.0,20230600
2023-05-01 03:00:00,1677.0,20230600,1674.0,20230500,1677.0,20230600
2023-05-01 04:00:00,1677.0,20230600,1674.0,20230500,1677.0,20230600
2023-05-01 23:00:00,1677.0,20230600,1674.0,20230500,1677.0,20230600
2023-05-02 01:00:00,1674.0,20230600,1669.0,20230500,1674.0,20230600
2023-05-02 02:00:00,1674.0,20230600,1669.0,20230500,1674.0,20230600
2023-05-02 03:00:00,1674.0,20230600,1668.0,20230500,1674.0,20230600
2023-05-02 04:00:00,1674.0,20230600,1668.0,20230500,1674.0,20230600
2023-05-02 09:00:00,,20230600,1667.0,20230500,,20230600
2023-05-02 10:00:00,,20230600,1666.0,20230500,,20230600
2023-05-02 11:00:00,,20230600,1666.0,20230500,,20230600
2023-05-02 12:00:00,,20230600,1666.0,20230500,,20230600
2023-05-02 13:00:00,,20230600,1666.0,20230500,,20230600
2023-05-02 14:00:00,,20230600,1666.0,20230500,,20230600
2023-05-02 15:00:00,,20230600,1666.0,20230500,,20230600
2023-05-02 16:00:00,,20230600,1666.0,20230500,,20230600
2023-05-02 17:00:00,,20230600,1666.0,20230500,,20230600
2023-05-02 22:00:00,,20230600,1665.0,20230500,,20230600
2023-05-02 23:00:00,1674.0,20230600,1667.0,20230500,1674.0,20230600
2023-05-03 01:00:00,,20230600,1666.0,20230500,,20230600
2023-05-03 02:00:00,,20230600,1666.0,20230500,,20230600
2023-05-03 03:00:00,,20230600,1666.0,20230500,,20230600
2023-05-03 04:00:00,,20230600,1666.0,20230500,,20230600
2023-05-03 15:00:00,,20230600,1659.0,20230500,,20230600
2023-05-03 16:00:00,,20230600,1659.0,20230500,,20230600
2023-05-03 17:00:00,,20230600,1659.0,20230500,,20230600
2023-05-03 22:00:00,,20230600,1656.0,20230500,,20230600
2023-05-03 23:00:00,1663.0,20230600,1666.0,20230500,1663.0,20230600
2023-05-04 01:00:00,1655.0,20230600,1649.0,20230500,1655.0,20230600
2023-05-04 02:00:00,,20230600,1649.0,20230500,,20230600
2023-05-04 03:00:00,,20230600,1647.0,20230500,,20230600
2023-05-04 22:00:00,,20230600,1647.0,20230500,,20230600
2023-05-04 23:00:00,1652.0,20230600,1659.0,20230500,1652.0,20230600
2023-05-05 01:00:00,1653.0,20230600,1647.0,20230500,1653.0,20230600
2023-05-05 03:00:00,,20230600,1651.0,20230500,,20230600
2023-05-05 05:00:00,1653.0,20230600,1649.0,20230500,1653.0,20230600
2023-05-05 11:00:00,,20230600,1655.0,20230500,,20230600
2023-05-05 23:00:00,1655.0,20230600,1651.0,20230500,1655.0,20230600
2023-05-06 23:00:00,1653.0,20230600,1655.0,20230500,1653.0,20230600
2023-05-07 22:00:00,,20230600,1658.0,20230500,,20230600
2023-05-07 23:00:00,,20230600,1663.0,20230500,,20230600
2023-05-08 02:00:00,,20230600,1668.0,20230500,,20230600
2023-05-08 03:00:00,,20230600,1668.0,20230500,,20230600
2023-05-08 11:00:00,,20230600,1660.0,20230500,,20230600
2023-05-08 22:00:00,,20230600,1670.0,20230500,,20230600
2023-05-08 23:00:00,1667.0,20230600,1670.0,20230500,1667.0,20230600
2023-05-09 01:00:00,,20230600,1672.0,20230500,,20230600
2023-05-09 02:00:00,,20230600,1668.0,20230500,,20230600
2023-05-09 03:00:00,,20230600,1667.0,20230500,,20230600
2023-05-09 21:00:00,,20230600,1658.0,20230500,,20230600
2023-05-09 23:00:00,,20230600,1667.0,20230500,,20230600
2023-05-10 01:00:00,1687.0,20230600,1675.0,20230500,1687.0,20230600
2023-05-10 03:00:00,,20230600,1674.0,20230500,,20230600
2023-05-10 22:00:00,,20230600,1680.0,20230500,,20230600
2023-05-10 23:00:00,1687.0,20230600,1674.0,20230500,1687.0,20230600
2023-05-11 01:00:00,,20230600,1676.0,20230500,,20230600
2023-05-11 02:00:00,,20230600,1681.0,20230500,,20230600
2023-05-11 03:00:00,,20230600,1680.0,20230500,,20230600
2023-05-11 09:00:00,,20230600,1677.0,20230500,,20230600
2023-05-11 23:00:00,,20230600,1680.0,20230500,,20230600
2023-05-12 01:00:00,,20230600,1688.0,20230500,,20230600
2023-05-12 02:00:00,,20230600,1686.0,20230500,,20230600
2023-05-12 03:00:00,,20230600,1694.0,20230500,,20230600
2023-05-12 08:00:00,,20230600,1694.0,20230500,,20230600
2023-05-12 09:00:00,,20230600,1695.0,20230500,,20230600
2023-05-12 10:00:00,,20230600,1695.0,20230500,,20230600
2023-05-12 23:00:00,,20230600,1694.0,20230500,,20230600
2023-05-13 23:00:00,,20230600,1695.0,20230500,,20230600
2023-05-14 22:00:00,,20230600,1716.0,20230500,,20230600
2023-05-14 23:00:00,,20230600,1713.0,20230500,,20230600
2023-05-15 01:00:00,,20230600,1712.0,20230500,,20230600
2023-05-15 02:00:00,,20230600,1709.0,20230500,,20230600
2023-05-15 03:00:00,,20230600,1694.0,20230500,,20230600
2023-05-15 22:00:00,,20230600,1689.0,20230500,,20230600
2023-05-15 23:00:00,1695.0,20230600,1699.0,20230500,1695.0,20230600
2023-05-16 01:00:00,1703.0,20230600,1694.0,20230500,1703.0,20230600
2023-05-16 02:00:00,,20230600,1689.0,20230500,,20230600
2023-05-16 03:00:00,,20230600,1692.0,20230500,,20230600
2023-05-16 23:00:00,1705.0,20230600,1692.0,20230500,1705.0,20230600
2023-05-17 01:00:00,1706.0,20230600,1693.0,20230500,1706.0,20230600
2023-05-17 02:00:00,1707.0,20230600,1696.0,20230500,1707.0,20230600
2023-05-17 03:00:00,,20230600,1680.0,20230500,,20230600
2023-05-17 11:00:00,,20230600,1685.0,20230500,,20230600
2023-05-17 22:00:00,,20230600,1690.0,20230500,,20230600
2023-05-17 23:00:00,1707.0,20230600,1680.0,20230500,1707.0,20230600
2023-05-18 01:00:00,,20230600,1694.0,20230500,,20230600
2023-05-18 02:00:00,,20230600,1706.0,20230500,,20230600
2023-05-18 03:00:00,,20230600,1714.0,20230500,,20230600
2023-05-18 09:00:00,,20230600,1708.0,20230500,,20230600
2023-05-18 22:00:00,,20230600,1697.0,20230500,,20230600
2023-05-18 23:00:00,,20230600,1714.0,20230500,,20230600
2023-05-19 01:00:00,,20230600,1696.0,20230500,,20230600
2023-05-19 02:00:00,1700.0,20230600,1692.0,20230500,1700.0,20230600
2023-05-19 03:00:00,1702.0,20230600,1696.0,20230500,1702.0,20230600
2023-05-19 12:00:00,,20230600,1690.0,20230500,,20230600
2023-05-19 23:00:00,1702.0,20230600,1696.0,20230500,1702.0,20230600
2023-05-20 23:00:00,,20230600,1690.0,20230500,,20230600
2023-05-21 22:00:00,,20230600,1697.0,20230500,,20230600
2023-05-21 23:00:00,,20230600,1700.0,20230500,,20230600
2023-05-22 01:00:00,,20230600,1697.0,20230500,,20230600
2023-05-22 02:00:00,,20230600,1695.0,20230500,,20230600
2023-05-22 03:00:00,1710.0,20230600,1699.0,20230500,1710.0,20230600
2023-05-22 22:00:00,,20230600,1700.0,20230500,,20230600
2023-05-22 23:00:00,1698.0,20230600,1700.0,20230500,1698.0,20230600
2023-05-23 01:00:00,,20230600,1695.0,20230500,,20230600
2023-05-23 02:00:00,,20230600,1690.0,20230500,,20230600
2023-05-23 03:00:00,1700.0,20230600,1686.0,20230500,1700.0,20230600
2023-05-23 22:00:00,,20230600,1686.0,20230500,,20230600
2023-05-23 23:00:00,1700.0,20230600,1686.0,20230500,1700.0,20230600
2023-05-24 01:00:00,,20230600,1684.0,20230500,,20230600
2023-05-24 02:00:00,,20230600,1688.0,20230500,,20230600
2023-05-24 03:00:00,1690.0,20230600,1681.0,20230500,1690.0,20230600
2023-05-24 22:00:00,,20230600,1680.0,20230500,,20230600
2023-05-24 23:00:00,1685.0,20230600,1681.0,20230500,1685.0,20230600
2023-05-25 01:00:00,1685.0,20230600,1677.0,20230500,1685.0,20230600
2023-05-25 02:00:00,1685.0,20230600,1680.0,20230500,1685.0,20230600
2023-05-25 03:00:00,1685.0,20230600,1682.0,20230500,1685.0,20230600
2023-05-25 22:00:00,1690.0,20230600,1683.0,20230500,1690.0,20230600
2023-05-25 23:00:00,1685.0,20230600,1682.0,20230500,1685.0,20230600
2023-05-26 01:00:00,1690.0,20230600,1684.0,20230500,1690.0,20230600
2023-05-26 02:00:00,1690.0,20230600,1684.0,20230500,1690.0,20230600
2023-05-26 03:00:00,1681.0,20230600,1686.0,20230500,1681.0,20230600
2023-05-26 23:00:00,1681.0,20230600,1686.0,20230500,1681.0,20230600
2023-05-26 23:00:01,,20230700,1681.0,20230600,,20230700
2023-05-28 23:00:00,,20230700,1688.0,20230600,,20230700
2023-05-29 01:00:00,,20230700,1684.0,20230600,,20230700
2023-05-29 02:00:00,,20230700,1684.0,20230600,,20230700
2023-05-29 03:00:00,,20230700,1693.0,20230600,,20230700
2023-05-29 23:00:00,1696.0,20230700,1694.0,20230600,1696.0,20230700
2023-05-30 03:00:00,,20230700,1702.0,20230600,,20230700
2023-05-30 22:00:00,,20230700,1706.0,20230600,,20230700
2023-05-30 23:00:00,,20230700,1700.0,20230600,,20230700
2023-05-31 02:00:00,,20230700,1702.0,20230600,,20230700
2023-05-31 03:00:00,,20230700,1690.0,20230600,,20230700
2023-05-31 08:00:00,,20230700,1689.0,20230600,,20230700
2023-05-31 23:00:00,,20230700,1690.0,20230600,,20230700
2023-06-01 01:00:00,,20230700,1687.0,20230600,,20230700
2023-06-01 03:00:00,,20230700,1695.0,20230600,,20230700
2023-06-01 22:00:00,,20230700,1706.0,20230600,,20230700
2023-06-01 23:00:00,,20230700,1695.0,20230600,,20230700
2023-06-02 01:00:00,,20230700,1706.0,20230600,,20230700
2023-06-02 02:00:00,,20230700,1708.0,20230600,,20230700
2023-06-02 03:00:00,,20230700,1713.0,20230600,,20230700
2023-06-02 10:00:00,,20230700,1716.0,20230600,,20230700
2023-06-02 23:00:00,,20230700,1713.0,20230600,,20230700
2023-06-03 23:00:00,,20230700,1716.0,20230600,,20230700
2023-06-04 22:00:00,,20230700,1725.0,20230600,,20230700
2023-06-04 23:00:00,,20230700,1726.0,20230600,,20230700
2023-06-05 02:00:00,,20230700,1724.0,20230600,,20230700
2023-06-05 03:00:00,,20230700,1725.0,20230600,,20230700
2023-06-05 23:00:00,1723.0,20230700,1727.0,20230600,1723.0,20230700
2023-06-06 01:00:00,1694.0,20230700,1726.0,20230600,1694.0,20230700
2023-06-06 02:00:00,,20230700,1732.0,20230600,,20230700
2023-06-06 03:00:00,,20230700,1734.0,20230600,,20230700
2023-06-06 22:00:00,,20230700,1746.0,20230600,,20230700
2023-06-06 23:00:00,1694.0,20230700,1734.0,20230600,1694.0,20230700
2023-06-07 02:00:00,,20230700,1751.0,20230600,,20230700
2023-06-07 22:00:00,,20230700,1757.0,20230600,,20230700
2023-06-07 23:00:00,,20230700,1755.0,20230600,,20230700
2023-06-08 01:00:00,,20230700,1755.0,20230600,,20230700
2023-06-08 02:00:00,,20230700,1753.0,20230600,,20230700
2023-06-08 03:00:00,,20230700,1749.0,20230600,,20230700
2023-06-08 12:00:00,,20230700,1751.0,20230600,,20230700
2023-06-08 22:00:00,,20230700,1737.0,20230600,,20230700
2023-06-08 23:00:00,,20230700,1749.0,20230600,,20230700
2023-06-09 01:00:00,,20230700,1747.0,20230600,,20230700
2023-06-09 02:00:00,,20230700,1742.0,20230600,,20230700
2023-06-09 03:00:00,,20230700,1745.0,20230600,,20230700
2023-06-09 04:30:00,,20230700,1746.0,20230600,,20230700
2023-06-09 23:00:00,,20230700,1745.0,20230600,,20230700
2023-06-10 23:00:00,,20230700,1746.0,20230600,,20230700
2023-06-11 21:00:00,,20230700,1751.0,20230600,,20230700
2023-06-11 22:00:00,,20230700,1757.0,20230600,,20230700
2023-06-11 23:00:00,,20230700,1751.0,20230600,,20230700
2023-06-12 23:00:00,1762.0,20230700,1765.0,20230600,1762.0,20230700
2023-06-13 02:00:00,,20230700,1776.0,20230600,,20230700
2023-06-13 03:00:00,,20230700,1784.0,20230600,,20230700
2023-06-13 12:00:00,,20230700,1776.0,20230600,,20230700
2023-06-13 21:00:00,,20230700,1782.0,20230600,,20230700
2023-06-13 22:00:00,,20230700,1789.0,20230600,,20230700
2023-06-13 23:00:00,,20230700,1784.0,20230600,,20230700
2023-06-14 02:00:00,,20230700,1794.0,20230600,,20230700
2023-06-14 03:00:00,,20230700,1787.0,20230600,,20230700
2023-06-14 06:00:00,,20230700,1795.0,20230600,,20230700
2023-06-14 10:00:00,,20230700,1797.0,20230600,,20230700
2023-06-14 11:00:00,,20230700,1794.0,20230600,,20230700
2023-06-14 12:00:00,,20230700,1793.0,20230600,,20230700
2023-06-14 15:00:00,,20230700,1792.0,20230600,,20230700
2023-06-14 21:00:00,,20230700,1791.0,20230600,,20230700
2023-06-14 22:00:00,,20230700,1780.0,20230600,,20230700
2023-06-14 23:00:00,,20230700,1787.0,20230600,,20230700
2023-06-15 02:00:00,,20230700,1777.0,20230600,,20230700
2023-06-15 03:00:00,,20230700,1772.0,20230600,,20230700
2023-06-15 06:00:00,,20230700,1766.0,20230600,,20230700
2023-06-15 07:00:00,,20230700,1765.0,20230600,,20230700
2023-06-15 22:00:00,,20230700,1784.0,20230600,,20230700
2023-06-15 23:00:00,1767.0,20230700,1770.0,20230600,1767.0,20230700
2023-06-16 01:00:00,,20230700,1791.0,20230600,,20230700
2023-06-16 02:00:00,,20230700,1793.0,20230600,,20230700
2023-06-16 03:00:00,,20230700,1773.0,20230600,,20230700
2023-06-16 05:00:00,,20230700,1777.0,20230600,,20230700
2023-06-16 23:00:00,,20230700,1773.0,20230600,,20230700
2023-06-17 23:00:00,,20230700,1777.0,20230600,,20230700
2023-06-18 22:00:00,,20230700,1771.0,20230600,,20230700
2023-06-18 23:00:00,,20230700,1770.0,20230600,,20230700
2023-06-19 01:00:00,,20230700,1765.0,20230600,,20230700
2023-06-19 02:00:00,,20230700,1766.0,20230600,,20230700
2023-06-19 03:00:00,,20230700,1766.0,20230600,,20230700
2023-06-19 05:00:00,,20230700,1769.0,20230600,,20230700
2023-06-19 22:00:00,,20230700,1761.0,20230600,,20230700
2023-06-19 23:00:00,1760.0,20230700,1764.0,20230600,1760.0,20230700
2023-06-20 01:00:00,,20230700,1759.0,20230600,,20230700
2023-06-20 03:00:00,,20230700,1764.0,20230600,,20230700
2023-06-20 05:00:00,,20230700,1762.0,20230600,,20230700
2023-06-20 10:00:00,,20230700,1758.0,20230600,,20230700
2023-06-20 12:00:00,,20230700,1759.0,20230600,,20230700
2023-06-20 13:00:00,,20230700,1761.0,20230600,,20230700
2023-06-20 22:00:00,,20230700,1767.0,20230600,,20230700
2023-06-20 23:00:00,,20230700,1759.0,20230600,,20230700
2023-06-21 01:00:00,,20230700,1765.0,20230600,,20230700
2023-06-21 02:00:00,,20230700,1769.0,20230600,,20230700
2023-06-21 03:00:00,1768.0,20230700,1784.0,20230600,1768.0,20230700
2023-06-21 05:00:00,,20230700,1784.0,20230600,,20230700
2023-06-21 09:00:00,,20230700,1784.0,20230600,,20230700
2023-06-21 11:00:00,,20230700,1784.0,20230600,,20230700
