DATETIME,optimal_position,reference_price,reference_contract,reference_date
2023-06-30 19:53:54.934500,0.09468294810910317,19283.5,20230700,2023-06-30
2023-07-02 18:21:26.755985,0.0946499852079437,19283.5,20230700,2023-06-30
