DATETIME,optimal_position,reference_price,reference_contract,reference_date
2023-06-30 19:53:48.457089,-1.8986633146432152,101.26,20230900,2023-06-30
2023-07-02 18:21:20.190389,-1.8681014356730474,101.48,20230900,2023-06-30
