DATETIME,reference_price,reference_contract,reference_date,optimal_position,weight_per_contract,previous_position,previous_weight,reduce_only,dont_trade,position_limit_contracts,position_limit_weight,optimum_weight,minimum_weight,maximum_weight,start_weight,optimised_weight,optimised_position
2023-06-30 19:59:29.867550,17.85,20231000,2023-06-29,-0.1958288871328399,0.157540580600144,0,0.0,True,False,999999999,0.0,-0.030850996577187668,0.0,0.0,0.0,0.0,0
2023-07-02 18:50:31.176257,17.85,20231000,2023-06-30,-0.19791022618078305,0.15752068617246354,0,0.0,True,False,999999999,0.0,-0.031174954628544405,0.0,0.0,0.0,0.0,0
