DATETIME,optimal_position,reference_price,reference_contract,reference_date
2023-06-01 18:28:12.656411,0.05807324491662509,2.3251,20230900,2023-06-01
2023-06-01 20:07:35.855210,0.05801796725452362,2.3251,20230900,2023-06-01
2023-06-01 20:47:48.711376,0.05801796725452362,2.3251,20230900,2023-06-01
2023-06-02 20:47:48.032959,0.0580579154212999,2.3251,20230900,2023-06-01
2023-06-04 20:47:42.258127,0.058070095872305286,2.3251,20230900,2023-06-01
2023-06-05 15:50:01.120017,0.06193640163354988,2.3795,20230900,2023-06-02
2023-06-05 20:47:31.058005,0.06193640163354988,2.3795,20230900,2023-06-02
2023-06-06 20:46:51.902322,0.06779680896709146,2.3939,20230900,2023-06-05
2023-06-07 20:47:06.832850,0.06779680896709146,2.3939,20230900,2023-06-05
2023-06-08 20:46:56.465154,0.06399370138883456,2.3939,20230900,2023-06-05
2023-06-09 20:47:16.208905,0.06399370138883458,2.3939,20230900,2023-06-05
2023-06-14 20:58:52.294761,0.07584166846401881,2.3816,20230900,2023-06-14
2023-06-15 17:39:47.023141,0.07909593143398458,2.4617,20230900,2023-06-15
2023-06-18 16:10:33.225012,0.08925104652687496,2.5023,20230900,2023-06-16
2023-06-20 03:32:45.521349,0.08925104652687497,2.5023,20230900,2023-06-16
2023-06-21 03:30:56.829535,0.119332899126795,2.5023,20230900,2023-06-16
2023-06-21 18:26:06.338429,0.1301318462734489,2.457,20230900,2023-06-21
2023-06-22 18:21:02.897379,0.12123393054263641,2.1737,20231000,2023-06-22
2023-06-23 18:21:51.089028,0.12158291507153332,2.1659,20231000,2023-06-23
2023-06-25 18:21:09.246695,0.12156210495220078,2.1659,20231000,2023-06-23
2023-06-26 18:21:10.657669,0.12209248124042295,2.171,20231000,2023-06-26
2023-06-27 18:21:05.291198,0.11575505127914903,2.1269,20231000,2023-06-27
2023-06-28 18:21:11.756500,0.11962129533195136,2.1518,20231000,2023-06-28
2023-06-29 18:21:48.151595,0.12409849906208371,2.1718,20231000,2023-06-29
