DATETIME,reference_price,reference_contract,reference_date,optimal_position,weight_per_contract,previous_position,previous_weight,reduce_only,dont_trade,position_limit_contracts,position_limit_weight,optimum_weight,minimum_weight,maximum_weight,start_weight,optimised_weight,optimised_position
2023-06-30 19:59:29.871486,150.59,20230900,2023-06-30,-0.11960417365879256,0.7424560016077082,0,0.0,True,False,999999999,0.0,-0.08880083655030109,0.0,0.0,0.0,0.0,0
2023-07-02 18:50:31.166286,150.4,20230900,2023-06-30,-0.11956832028653944,0.7414256019209582,0,0.0,True,False,999999999,0.0,-0.08865101383912542,0.0,0.0,0.0,0.0,0
