DATETIME,optimal_position,reference_price,reference_contract,reference_date
2023-06-01 18:28:18.478622,0.003948938949773567,987.7,20230600,2023-06-01
2023-06-01 20:07:41.870415,0.003948938949773567,987.7,20230600,2023-06-01
2023-06-01 20:47:54.486892,0.003948938949773567,987.7,20230600,2023-06-01
2023-06-02 20:47:53.840540,0.00395165798170167,987.7,20230600,2023-06-01
2023-06-04 20:47:48.084348,0.003952487032763647,987.7,20230600,2023-06-01
2023-06-05 15:50:07.120855,0.00311419967389504,1016.4,20230600,2023-06-02
2023-06-05 20:47:36.779185,0.00311419967389504,1016.4,20230600,2023-06-02
2023-06-06 20:46:57.690208,0.0029392477446333262,1009.1,20230600,2023-06-05
2023-06-07 20:47:12.786526,0.0029392477446333262,1009.1,20230600,2023-06-05
2023-06-08 20:47:02.265314,0.0027743686663655653,1009.1,20230600,2023-06-05
2023-06-09 20:47:22.065965,0.0027743686663655653,1009.1,20230600,2023-06-05
2023-06-14 20:58:58.061816,0.004449639251875376,1056.0,20230900,2023-06-14
2023-06-15 17:39:53.016668,0.004968309359026033,1071.8,20230900,2023-06-15
2023-06-18 16:10:39.210491,0.005934133712038635,1070.3,20230900,2023-06-16
2023-06-20 03:32:51.277504,0.005934133712038635,1070.3,20230900,2023-06-16
