DATETIME,reference_price,reference_contract,reference_date,optimal_position,weight_per_contract,previous_position,previous_weight,reduce_only,dont_trade,position_limit_contracts,position_limit_weight,optimum_weight,minimum_weight,maximum_weight,start_weight,optimised_weight,optimised_position
2023-06-01 18:52:54.654928,98.735,20230600,2023-05-31,-0.01619919857070968,0.4698253944491939,0,0.0,False,False,999999999,0.0,-0.007610794858244493,-469825393.9793685,469825393.9793685,0.0,0.0,0
2023-06-01 20:21:41.109808,98.735,20230600,2023-05-31,-0.016200506783249944,0.4698253944491939,0,0.0,False,False,999999999,0.0,-0.007611409489717246,-469825393.9793685,469825393.9793685,0.0,0.0,0
2023-06-01 20:46:30.655323,98.735,20230600,2023-05-31,-0.016200506783249944,0.4698253944491939,0,0.0,False,False,999999999,0.0,-0.007611409489717246,-469825393.9793685,469825393.9793685,0.0,0.0,0
2023-06-02 20:46:42.004694,98.735,20230600,2023-05-31,-0.016200506783249937,0.4695021199517407,0,0.0,False,False,999999999,0.0,-0.007606172279028401,-469502119.4822386,469502119.4822386,0.0,0.0,0
2023-06-04 20:46:27.945861,98.735,20230600,2023-05-31,-0.01621166160122899,0.46940363987377476,0,0.0,False,False,999999999,0.0,-0.007609812964018795,-469403639.40437114,469403639.40437114,0.0,0.0,0
2023-06-05 15:57:57.576263,98.255,20230600,2023-06-02,-0.016326439819994945,0.46712163504124915,0,0.0,False,False,999999999,0.0,-0.0076264332631185965,-467121634.5741275,467121634.5741275,0.0,0.0,0
2023-06-05 20:46:38.217666,98.255,20230600,2023-06-02,-0.016326439819994945,0.46712163504124915,0,0.0,False,False,999999999,0.0,-0.0076264332631185965,-467121634.5741275,467121634.5741275,0.0,0.0,0
2023-06-06 20:46:28.315000,98.255,20230600,2023-06-02,-0.016326439819994945,0.46712163504124915,0,0.0,False,False,999999999,0.0,-0.0076264332631185965,-467121634.5741275,467121634.5741275,0.0,0.0,0
2023-06-07 20:46:24.747565,98.255,20230600,2023-06-02,-0.016326439819994945,0.46712163504124915,0,0.0,False,False,999999999,0.0,-0.0076264332631185965,-467121634.5741275,467121634.5741275,0.0,0.0,0
2023-06-08 20:46:19.089698,98.255,20230600,2023-06-02,-0.016326439819994945,0.49488239573547416,0,0.0,False,False,999999999,0.0,-0.008079667651950142,-494882395.24059176,494882395.24059176,0.0,0.0,0
2023-06-09 20:46:27.479915,98.255,20230600,2023-06-02,-0.015410597202158505,0.49488239573547416,0,0.0,False,False,999999999,0.0,-0.0076264332631185965,-494882395.24059176,494882395.24059176,0.0,0.0,0
2023-06-18 16:11:57.196169,97.545,20230600,2023-06-16,-0.032409739945181815,0.4913063283498736,0,0.0,False,False,999999999,0.0,-0.015923110335241512,-491306327.85856724,491306327.85856724,0.0,0.0,0
2023-06-20 03:45:32.125864,97.545,20230600,2023-06-16,-0.032409739945181815,0.4913063283498736,0,0.0,False,False,999999999,0.0,-0.015923110335241512,-491306327.85856724,491306327.85856724,0.0,0.0,0
