DATETIME,position
2023-06-21 12:12:31.819197,-1.0
2023-06-21 15:39:10.219151,-3.0
2023-06-21 15:41:32.097092,-1.0
2023-06-21 19:13:21.359376,-3.0
2023-06-29 09:00:04.811167,-2.0
