DATETIME,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2022-07-14 23:00:00,20625.0,20665.0,20665.0,20220800,20220900,20220900
2022-07-15 23:00:00,21195.0,21235.0,21235.0,20220800,20220900,20220900
2022-07-18 23:00:00,21615.0,21660.0,21660.0,20220800,20220900,20220900
2022-07-19 23:00:00,23455.0,23495.0,23495.0,20220800,20220900,20220900
2022-07-20 23:00:00,23695.0,23745.0,23745.0,20220800,20220900,20220900
2022-07-21 23:00:00,23240.0,23280.0,23280.0,20220800,20220900,20220900
2022-07-22 23:00:00,22600.0,22650.0,22650.0,20220800,20220900,20220900
2022-07-25 23:00:00,21970.0,22030.0,22030.0,20220900,20221000,20221000
2022-07-26 23:00:00,21015.0,21075.0,21075.0,20220900,20221000,20221000
2022-07-27 23:00:00,22880.0,22935.0,22935.0,20220900,20221000,20221000
2022-07-28 23:00:00,24025.0,24065.0,24065.0,20220900,20221000,20221000
2022-07-29 23:00:00,24055.0,24105.0,24105.0,20220900,20221000,20221000
2022-08-01 23:00:00,23090.0,23135.0,23135.0,20220900,20221000,20221000
2022-08-02 23:00:00,23045.0,23105.0,23105.0,20220900,20221000,20221000
2022-08-03 23:00:00,23580.0,23630.0,23630.0,20220900,20221000,20221000
2022-08-04 23:00:00,22505.0,22560.0,22560.0,20220900,20221000,20221000
2022-08-05 23:00:00,23020.0,23070.0,23070.0,20220900,20221000,20221000
2022-08-08 23:00:00,24025.0,24080.0,24080.0,20220900,20221000,20221000
2022-08-09 23:00:00,23105.0,23165.0,23165.0,20220900,20221000,20221000
2022-08-10 23:00:00,23695.0,23755.0,23755.0,20220900,20221000,20221000
2022-08-11 23:00:00,24295.0,24350.0,24350.0,20220900,20221000,20221000
2022-08-12 23:00:00,24280.0,24330.0,24330.0,20220900,20221000,20221000
2022-08-15 23:00:00,24035.0,24090.0,24090.0,20220900,20221000,20221000
2022-08-16 23:00:00,23980.0,24040.0,24040.0,20220900,20221000,20221000
2022-08-17 23:00:00,23270.0,23335.0,23335.0,20220900,20221000,20221000
2022-08-18 23:00:00,23360.0,23425.0,23425.0,20220900,20221000,20221000
2022-08-19 23:00:00,21255.0,21315.0,21315.0,20220900,20221000,20221000
2022-08-22 23:00:00,20990.0,21045.0,21045.0,20220900,20221000,20221000
2022-08-23 23:00:00,21500.0,21565.0,21565.0,20220900,20221000,20221000
2022-08-24 23:00:00,21730.0,21775.0,21775.0,20221000,20221100,20221100
2022-08-25 23:00:00,21555.0,21595.0,21595.0,20221000,20221100,20221100
2022-08-26 23:00:00,20465.0,20515.0,20515.0,20221000,20221100,20221100
2022-08-29 23:00:00,19990.0,20020.0,20020.0,20221000,20221100,20221100
2022-08-30 23:00:00,19795.0,19845.0,19845.0,20221000,20221100,20221100
2022-08-31 23:00:00,20095.0,20130.0,20130.0,20221000,20221100,20221100
2022-09-01 23:00:00,19710.0,19750.0,19750.0,20221000,20221100,20221100
2022-09-02 23:00:00,19785.0,19825.0,19825.0,20221000,20221100,20221100
2022-09-05 23:00:00,19785.0,19825.0,19825.0,20221000,20221100,20221100
2022-09-06 23:00:00,18660.0,18690.0,18690.0,20221000,20221100,20221100
2022-09-07 23:00:00,18935.0,18975.0,18975.0,20221000,20221100,20221100
2022-09-08 23:00:00,19265.0,19305.0,19305.0,20221000,20221100,20221100
2022-09-09 23:00:00,21335.0,21365.0,21365.0,20221000,20221100,20221100
2022-09-12 23:00:00,22465.0,22510.0,22510.0,20221000,20221100,20221100
2022-09-13 23:00:00,20260.0,20295.0,20295.0,20221000,20221100,20221100
2022-09-14 23:00:00,19940.0,19980.0,19980.0,20221000,20221100,20221100
2022-09-15 23:00:00,19735.0,19775.0,19775.0,20221000,20221100,20221100
2022-09-16 23:00:00,19570.0,19610.0,19610.0,20221000,20221100,20221100
2022-09-19 23:00:00,19480.0,19505.0,19505.0,20221000,20221100,20221100
2022-09-20 23:00:00,18935.0,18950.0,18950.0,20221000,20221100,20221100
2022-09-21 23:00:00,18945.0,18960.0,18960.0,20221000,20221100,20221100
2022-09-22 23:00:00,19250.0,19260.0,19260.0,20221000,20221100,20221100
2022-09-23 23:00:00,18675.0,18690.0,18690.0,20221000,20221100,20221100
2022-09-26 23:00:00,19135.0,19155.0,19155.0,20221100,20221200,20221200
2022-09-27 23:00:00,19025.0,19045.0,19045.0,20221100,20221200,20221200
2022-09-28 23:00:00,19550.0,19580.0,19580.0,20221100,20221200,20221200
2022-09-29 23:00:00,19425.0,19450.0,19450.0,20221100,20221200,20221200
2022-09-30 23:00:00,19435.0,19470.0,19470.0,20221100,20221200,20221200
2022-10-03 23:00:00,19515.0,19545.0,19545.0,20221100,20221200,20221200
2022-10-04 23:00:00,20255.0,20280.0,20280.0,20221100,20221200,20221200
2022-10-05 23:00:00,20115.0,20135.0,20135.0,20221100,20221200,20221200
2022-10-06 23:00:00,20005.0,20035.0,20035.0,20221100,20221200,20221200
2022-10-07 23:00:00,19420.0,19450.0,19450.0,20221100,20221200,20221200
2022-10-10 23:00:00,19125.0,19155.0,19155.0,20221100,20221200,20221200
2022-10-11 23:00:00,18900.0,18925.0,18925.0,20221100,20221200,20221200
2022-10-12 23:00:00,19080.0,19100.0,19100.0,20221100,20221200,20221200
2022-10-13 23:00:00,19315.0,19325.0,19325.0,20221100,20221200,20221200
2022-10-14 23:00:00,19085.0,19105.0,19105.0,20221100,20221200,20221200
2022-10-17 23:00:00,19480.0,19490.0,19490.0,20221100,20221200,20221200
2022-10-18 23:00:00,19165.0,19175.0,19175.0,20221100,20221200,20221200
2022-10-19 23:00:00,19185.0,19200.0,19200.0,20221100,20221200,20221200
2022-10-20 23:00:00,19000.0,19015.0,19015.0,20221100,20221200,20221200
2022-10-21 23:00:00,19140.0,19155.0,19155.0,20221100,20221200,20221200
2022-10-24 23:00:00,19310.0,19315.0,19315.0,20221100,20221200,20221200
2022-10-25 23:00:00,20295.0,20315.0,20315.0,20221200,20230100,20230100
2022-10-26 23:00:00,20820.0,20830.0,20830.0,20221200,20230100,20230100
2022-10-27 23:00:00,20755.0,20765.0,20765.0,20221200,20230100,20230100
2022-10-28 23:00:00,20685.0,20705.0,20705.0,20221200,20230100,20230100
2022-10-31 23:00:00,20365.0,20385.0,20385.0,20221200,20230100,20230100
2022-11-01 23:00:00,20465.0,20480.0,20480.0,20221200,20230100,20230100
2022-11-02 23:00:00,20255.0,20270.0,20270.0,20221200,20230100,20230100
2022-11-03 23:00:00,20270.0,20285.0,20285.0,20221200,20230100,20230100
2022-11-04 23:00:00,21135.0,21150.0,21150.0,20221200,20230100,20230100
2022-11-07 23:00:00,20850.0,20865.0,20865.0,20221200,20230100,20230100
2022-11-08 23:00:00,18075.0,18090.0,18090.0,20221200,20230100,20230100
2022-11-09 23:00:00,15595.0,15605.0,15605.0,20221200,20230100,20230100
2022-11-10 23:00:00,17685.0,17655.0,17655.0,20221200,20230100,20230100
2022-11-11 23:00:00,15885.0,15705.0,15705.0,20221200,20230100,20230100
2022-11-14 23:00:00,15820.0,15790.0,15790.0,20221200,20230100,20230100
2022-11-15 23:00:00,16510.0,16490.0,16490.0,20221200,20230100,20230100
2022-11-16 23:00:00,16080.0,16040.0,16040.0,20221200,20230100,20230100
2022-11-17 23:00:00,16290.0,16230.0,16230.0,20221200,20230100,20230100
2022-11-18 23:00:00,16260.0,16200.0,16200.0,20221200,20230100,20230100
2022-11-21 23:00:00,15365.0,15290.0,15290.0,20221200,20230100,20230100
2022-11-22 23:00:00,15590.0,15595.0,15595.0,20221200,20230100,20230100
2022-11-23 23:00:00,16255.0,16255.0,16255.0,20221200,20230100,20230100
2022-11-24 23:00:00,16255.0,16230.0,16230.0,20230100,20230200,20230200
2022-11-25 23:00:00,16220.0,16190.0,16190.0,20230100,20230200,20230200
2022-11-28 23:00:00,15890.0,15865.0,15865.0,20230100,20230200,20230200
2022-11-29 23:00:00,16165.0,16145.0,16145.0,20230100,20230200,20230200
2022-11-30 23:00:00,16985.0,16965.0,16965.0,20230100,20230200,20230200
2022-12-01 23:00:00,16775.0,16765.0,16765.0,20230100,20230200,20230200
2022-12-02 23:00:00,16940.0,16935.0,16935.0,20230100,20230200,20230200
2022-12-05 23:00:00,16775.0,16770.0,16770.0,20230100,20230200,20230200
2022-12-06 23:00:00,16870.0,16875.0,16875.0,20230200,20230300,20230300
2022-12-07 23:00:00,16615.0,16610.0,16610.0,20230200,20230300,20230300
2022-12-08 23:00:00,17085.0,17070.0,17070.0,20230200,20230300,20230300
2022-12-09 23:00:00,16950.0,16945.0,16945.0,20230200,20230300,20230300
2022-12-12 23:00:00,17000.0,17000.0,17000.0,20230200,20230300,20230300
2022-12-13 23:00:00,17620.0,17605.0,17605.0,20230200,20230300,20230300
2022-12-14 23:00:00,17675.0,17660.0,17660.0,20230200,20230300,20230300
2022-12-15 23:00:00,17255.0,17250.0,17250.0,20230200,20230300,20230300
2022-12-16 23:00:00,16650.0,16625.0,16625.0,20230200,20230300,20230300
2022-12-19 23:00:00,16340.0,16310.0,16310.0,20230200,20230300,20230300
2022-12-20 23:00:00,16650.0,16605.0,16605.0,20230200,20230300,20230300
2022-12-21 23:00:00,16520.0,16470.0,16470.0,20230200,20230300,20230300
2022-12-22 23:00:00,16520.0,16490.0,16490.0,20230200,20230300,20230300
2022-12-23 23:00:00,16565.0,16515.0,16515.0,20230200,20230300,20230300
2022-12-27 23:00:00,16410.0,16375.0,16375.0,20230200,20230300,20230300
2022-12-28 23:00:00,16340.0,16275.0,16275.0,20230200,20230300,20230300
2022-12-29 23:00:00,16325.0,16255.0,16255.0,20230200,20230300,20230300
2022-12-30 23:00:00,16445.0,16380.0,16380.0,20230200,20230300,20230300
2023-01-03 23:00:00,16525.0,16450.0,16450.0,20230200,20230300,20230300
2023-01-04 23:00:00,16705.0,16630.0,16630.0,20230200,20230300,20230300
2023-01-05 23:00:00,16760.0,16690.0,16690.0,20230200,20230300,20230300
2023-01-06 23:00:00,16810.0,16740.0,16740.0,20230200,20230300,20230300
2023-01-09 23:00:00,17160.0,17095.0,17095.0,20230200,20230300,20230300
2023-01-10 23:00:00,17460.0,17390.0,17390.0,20230200,20230300,20230300
2023-01-11 23:00:00,17545.0,17475.0,17475.0,20230200,20230300,20230300
2023-01-12 23:00:00,19130.0,19070.0,19070.0,20230200,20230300,20230300
2023-01-13 23:00:00,19515.0,19470.0,19470.0,20230200,20230300,20230300
2023-01-16 23:00:00,19515.0,19470.0,19470.0,20230200,20230300,20230300
2023-01-17 23:00:00,21485.0,21445.0,21445.0,20230200,20230300,20230300
2023-01-18 23:00:00,20780.0,20735.0,20735.0,20230200,20230300,20230300
2023-01-19 23:00:00,21220.0,21155.0,21155.0,20230200,20230300,20230300
2023-01-20 23:00:00,22445.0,22425.0,22425.0,20230200,20230300,20230300
2023-01-23 23:00:00,23285.0,23310.0,23310.0,20230200,20230300,20230300
2023-01-24 23:00:00,23310.0,23315.0,23315.0,20230300,20230400,20230400
2023-01-25 23:00:00,23210.0,23220.0,23220.0,20230300,20230400,20230400
2023-01-26 23:00:00,23525.0,23570.0,23570.0,20230300,20230400,20230400
2023-01-27 23:00:00,23420.0,23455.0,23455.0,20230300,20230400,20230400
2023-01-30 23:00:00,22940.0,22975.0,22975.0,20230300,20230400,20230400
2023-01-31 23:00:00,23375.0,23420.0,23420.0,20230300,20230400,20230400
2023-02-01 23:00:00,23890.0,23945.0,23945.0,20230300,20230400,20230400
2023-02-02 23:00:00,24180.0,24240.0,24240.0,20230300,20230400,20230400
2023-02-03 23:00:00,23620.0,23665.0,23665.0,20230300,20230400,20230400
2023-02-06 23:00:00,23160.0,23400.0,23400.0,20230300,20230400,20230400
2023-02-07 23:00:00,23460.0,23220.0,23220.0,20230300,20230400,20230400
2023-02-08 23:00:00,23135.0,23230.0,23230.0,20230300,20230400,20230400
2023-02-09 23:00:00,21940.0,22000.0,22000.0,20230300,20230400,20230400
2023-02-10 23:00:00,21840.0,21850.0,21850.0,20230300,20230400,20230400
2023-02-13 23:00:00,21780.0,21795.0,21795.0,20230300,20230400,20230400
2023-02-14 23:00:00,22400.0,22405.0,22405.0,20230300,20230400,20230400
2023-02-15 23:00:00,24335.0,24365.0,24365.0,20230300,20230400,20230400
2023-02-16 23:00:00,24810.0,24860.0,24860.0,20230300,20230400,20230400
2023-02-17 23:00:00,25075.0,25150.0,25150.0,20230300,20230400,20230400
2023-02-20 23:00:00,25075.0,25150.0,25150.0,20230300,20230400,20230400
2023-02-21 23:00:00,24700.0,24935.0,24935.0,20230300,20230400,20230400
2023-02-22 23:00:00,23990.0,24230.0,24230.0,20230300,20230400,20230400
2023-02-23 23:00:00,24170.0,24350.0,24350.0,20230300,20230400,20230400
2023-02-24 23:00:00,23505.0,23575.0,23575.0,20230400,20230500,20230500
2023-02-27 23:00:00,23585.0,23650.0,23650.0,20230400,20230500,20230500
2023-02-28 23:00:00,23560.0,23620.0,23620.0,20230400,20230500,20230500
2023-03-01 23:00:00,23690.0,23760.0,23760.0,20230400,20230500,20230500
2023-03-02 23:00:00,23730.0,23810.0,23810.0,20230400,20230500,20230500
2023-03-03 23:00:00,22470.0,22550.0,22550.0,20230400,20230500,20230500
2023-03-06 23:00:00,22525.0,22600.0,22600.0,20230400,20230500,20230500
2023-03-07 23:00:00,22195.0,22275.0,22275.0,20230400,20230500,20230500
2023-03-08 23:00:00,22245.0,22325.0,22325.0,20230400,20230500,20230500
2023-03-09 23:00:00,20170.0,20235.0,20235.0,20230400,20230500,20230500
2023-03-10 23:00:00,20010.0,20055.0,20055.0,20230400,20230500,20230500
2023-03-13 23:00:00,24450.0,24495.0,24495.0,20230400,20230500,20230500
2023-03-14 23:00:00,25275.0,25320.0,25320.0,20230400,20230500,20230500
2023-03-15 23:00:00,24540.0,24590.0,24590.0,20230400,20230500,20230500
2023-03-16 23:00:00,25200.0,25250.0,25250.0,20230400,20230500,20230500
2023-03-17 23:00:00,27180.0,27225.0,27225.0,20230400,20230500,20230500
2023-03-20 23:00:00,28100.0,28175.0,28175.0,20230400,20230500,20230500
2023-03-21 23:00:00,28500.0,28595.0,28595.0,20230400,20230500,20230500
2023-03-22 23:00:00,26970.0,27065.0,27065.0,20230400,20230500,20230500
2023-03-23 23:00:00,28750.0,28860.0,28860.0,20230400,20230500,20230500
2023-03-24 23:00:00,28230.0,28310.0,28310.0,20230500,20230600,20230600
2023-03-27 09:30:00,28340.0,28460.0,28460.0,20230500,20230600,20230600
2023-03-27 10:00:00,27780.0,27700.0,27700.0,20230500,20230600,20230600
2023-03-27 11:00:00,27200.0,27145.0,27145.0,20230500,20230600,20230600
2023-03-27 12:00:00,27570.0,27455.0,27455.0,20230500,20230600,20230600
2023-03-27 13:00:00,27570.0,27355.0,27355.0,20230500,20230600,20230600
2023-03-27 14:00:00,27545.0,27350.0,27350.0,20230500,20230600,20230600
2023-03-27 15:00:00,27470.0,27455.0,27455.0,20230500,20230600,20230600
2023-03-27 16:00:00,27435.0,27450.0,27450.0,20230500,20230600,20230600
2023-03-27 23:00:00,27390.0,27470.0,27470.0,20230500,20230600,20230600
2023-03-28 09:30:00,27245.0,27500.0,27500.0,20230500,20230600,20230600
2023-03-28 10:00:00,27370.0,27305.0,27305.0,20230500,20230600,20230600
2023-03-28 11:00:00,27370.0,27305.0,27305.0,20230500,20230600,20230600
2023-03-28 12:00:00,27370.0,27350.0,27350.0,20230500,20230600,20230600
2023-03-28 13:00:00,27370.0,27185.0,27185.0,20230500,20230600,20230600
2023-03-28 14:00:00,27370.0,27385.0,27385.0,20230500,20230600,20230600
2023-03-28 15:00:00,27840.0,27385.0,27385.0,20230500,20230600,20230600
2023-03-28 16:00:00,27735.0,27385.0,27385.0,20230500,20230600,20230600
2023-03-28 23:00:00,27805.0,27880.0,27880.0,20230500,20230600,20230600
2023-03-29 09:30:00,28850.0,28810.0,28810.0,20230500,20230600,20230600
2023-03-29 10:00:00,28980.0,28760.0,28760.0,20230500,20230600,20230600
2023-03-29 11:00:00,28880.0,28950.0,28950.0,20230500,20230600,20230600
2023-03-29 12:00:00,28740.0,28950.0,28950.0,20230500,20230600,20230600
2023-03-29 13:00:00,28740.0,28715.0,28715.0,20230500,20230600,20230600
2023-03-29 14:00:00,28740.0,28715.0,28715.0,20230500,20230600,20230600
2023-03-29 15:00:00,28795.0,28795.0,28795.0,20230500,20230600,20230600
2023-03-29 16:00:00,28795.0,28795.0,28795.0,20230500,20230600,20230600
2023-03-29 23:00:00,28855.0,28940.0,28940.0,20230500,20230600,20230600
2023-03-30 09:30:00,28895.0,29120.0,29120.0,20230500,20230600,20230600
2023-03-30 10:00:00,28875.0,28980.0,28980.0,20230500,20230600,20230600
2023-03-30 11:00:00,28900.0,28980.0,28980.0,20230500,20230600,20230600
2023-03-30 12:00:00,28700.0,28820.0,28820.0,20230500,20230600,20230600
2023-03-30 13:00:00,28095.0,28610.0,28610.0,20230500,20230600,20230600
2023-03-30 14:00:00,28350.0,28420.0,28420.0,20230500,20230600,20230600
2023-03-30 15:00:00,28480.0,28410.0,28410.0,20230500,20230600,20230600
2023-03-30 16:00:00,28400.0,28410.0,28410.0,20230500,20230600,20230600
2023-03-30 23:00:00,28425.0,28530.0,28530.0,20230500,20230600,20230600
2023-03-31 09:30:00,29070.0,28445.0,28445.0,20230500,20230600,20230600
2023-03-31 10:00:00,29070.0,29250.0,29250.0,20230500,20230600,20230600
2023-03-31 11:00:00,29005.0,29005.0,29005.0,20230500,20230600,20230600
2023-03-31 12:00:00,28895.0,29025.0,29025.0,20230500,20230600,20230600
2023-03-31 13:00:00,28895.0,28905.0,28905.0,20230500,20230600,20230600
2023-03-31 14:00:00,28780.0,28860.0,28860.0,20230500,20230600,20230600
2023-03-31 15:00:00,28780.0,28860.0,28860.0,20230500,20230600,20230600
2023-03-31 16:00:00,28965.0,28975.0,28975.0,20230500,20230600,20230600
2023-03-31 23:00:00,28910.0,29030.0,29030.0,20230500,20230600,20230600
2023-04-03 09:30:00,28700.0,28740.0,28740.0,20230500,20230600,20230600
2023-04-03 10:00:00,28650.0,28510.0,28510.0,20230500,20230600,20230600
2023-04-03 11:00:00,28650.0,28510.0,28510.0,20230500,20230600,20230600
2023-04-03 12:00:00,28650.0,28480.0,28480.0,20230500,20230600,20230600
2023-04-03 13:00:00,28650.0,28480.0,28480.0,20230500,20230600,20230600
2023-04-03 14:00:00,28475.0,28480.0,28480.0,20230500,20230600,20230600
2023-04-03 15:00:00,28475.0,28560.0,28560.0,20230500,20230600,20230600
2023-04-03 16:00:00,27925.0,28005.0,28005.0,20230500,20230600,20230600
2023-04-03 23:00:00,28425.0,28535.0,28535.0,20230500,20230600,20230600
2023-04-04 09:30:00,28625.0,28600.0,28600.0,20230500,20230600,20230600
2023-04-04 10:00:00,28460.0,28595.0,28595.0,20230500,20230600,20230600
2023-04-04 11:00:00,28460.0,28465.0,28465.0,20230500,20230600,20230600
2023-04-04 12:00:00,28315.0,28465.0,28465.0,20230500,20230600,20230600
2023-04-04 13:00:00,28460.0,28615.0,28615.0,20230500,20230600,20230600
2023-04-04 14:00:00,28475.0,28715.0,28715.0,20230500,20230600,20230600
2023-04-04 15:00:00,28410.0,28715.0,28715.0,20230500,20230600,20230600
2023-04-04 16:00:00,28600.0,28715.0,28715.0,20230500,20230600,20230600
2023-04-04 23:00:00,28530.0,28640.0,28640.0,20230500,20230600,20230600
2023-04-05 09:30:00,28700.0,28800.0,28800.0,20230500,20230600,20230600
2023-04-05 10:00:00,28575.0,28585.0,28585.0,20230500,20230600,20230600
2023-04-05 11:00:00,28300.0,28500.0,28500.0,20230500,20230600,20230600
2023-04-05 12:00:00,28200.0,28295.0,28295.0,20230500,20230600,20230600
2023-04-05 13:00:00,28200.0,28295.0,28295.0,20230500,20230600,20230600
2023-04-05 14:00:00,28200.0,28400.0,28400.0,20230500,20230600,20230600
2023-04-05 15:00:00,28200.0,28705.0,28705.0,20230500,20230600,20230600
2023-04-05 16:00:00,28380.0,28450.0,28450.0,20230500,20230600,20230600
2023-04-05 23:00:00,28550.0,28655.0,28655.0,20230500,20230600,20230600
2023-04-06 09:30:00,28100.0,28380.0,28380.0,20230500,20230600,20230600
2023-04-06 10:00:00,28100.0,28380.0,28380.0,20230500,20230600,20230600
2023-04-06 11:00:00,28395.0,28535.0,28535.0,20230500,20230600,20230600
2023-04-06 12:00:00,28435.0,28535.0,28535.0,20230500,20230600,20230600
2023-04-06 13:00:00,28435.0,28535.0,28535.0,20230500,20230600,20230600
2023-04-06 14:00:00,28435.0,28585.0,28585.0,20230500,20230600,20230600
2023-04-06 15:00:00,28315.0,28585.0,28585.0,20230500,20230600,20230600
2023-04-06 16:00:00,28215.0,28585.0,28585.0,20230500,20230600,20230600
2023-04-06 23:00:00,28295.0,28400.0,28400.0,20230500,20230600,20230600
2023-04-10 09:30:00,28560.0,28605.0,28605.0,20230500,20230600,20230600
2023-04-10 10:00:00,28625.0,28605.0,28605.0,20230500,20230600,20230600
2023-04-10 11:00:00,28880.0,28800.0,28800.0,20230500,20230600,20230600
2023-04-10 12:00:00,29600.0,29735.0,29735.0,20230500,20230600,20230600
2023-04-10 13:00:00,29620.0,29750.0,29750.0,20230500,20230600,20230600
2023-04-10 14:00:00,29725.0,29800.0,29800.0,20230500,20230600,20230600
2023-04-10 15:00:00,29680.0,29580.0,29580.0,20230500,20230600,20230600
2023-04-10 16:00:00,29570.0,29580.0,29580.0,20230500,20230600,20230600
2023-04-10 23:00:00,29570.0,29580.0,29580.0,20230500,20230600,20230600
2023-04-11 09:30:00,30620.0,30705.0,30705.0,20230500,20230600,20230600
2023-04-11 10:00:00,30620.0,30690.0,30690.0,20230500,20230600,20230600
2023-04-11 11:00:00,30525.0,30595.0,30595.0,20230500,20230600,20230600
2023-04-11 12:00:00,30610.0,30665.0,30665.0,20230500,20230600,20230600
2023-04-11 13:00:00,30605.0,30700.0,30700.0,20230500,20230600,20230600
2023-04-11 14:00:00,30580.0,30700.0,30700.0,20230500,20230600,20230600
2023-04-11 15:00:00,30505.0,31000.0,31000.0,20230500,20230600,20230600
2023-04-11 16:00:00,30490.0,31000.0,31000.0,20230500,20230600,20230600
2023-04-11 23:00:00,30490.0,31000.0,31000.0,20230500,20230600,20230600
2023-04-12 09:30:00,30420.0,30415.0,30415.0,20230500,20230600,20230600
2023-04-12 10:00:00,30370.0,30440.0,30440.0,20230500,20230600,20230600
2023-04-12 11:00:00,30235.0,30255.0,30255.0,20230500,20230600,20230600
2023-04-12 12:00:00,30235.0,30255.0,30255.0,20230500,20230600,20230600
2023-04-12 13:00:00,30410.0,30500.0,30500.0,20230500,20230600,20230600
2023-04-12 14:00:00,30230.0,30500.0,30500.0,20230500,20230600,20230600
2023-04-12 15:00:00,30230.0,30280.0,30280.0,20230500,20230600,20230600
2023-04-12 16:00:00,30305.0,30495.0,30495.0,20230500,20230600,20230600
2023-04-12 23:00:00,30305.0,30495.0,30495.0,20230500,20230600,20230600
2023-04-13 09:30:00,30640.0,30880.0,30880.0,20230500,20230600,20230600
2023-04-13 10:00:00,31000.0,31060.0,31060.0,20230500,20230600,20230600
2023-04-13 11:00:00,30800.0,31095.0,31095.0,20230500,20230600,20230600
