DATETIME,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2023-04-13 12:00:00,30680.0,31095.0,31095.0,20230500,20230600,20230600
2023-04-13 13:00:00,30825.0,31000.0,31000.0,20230500,20230600,20230600
2023-04-13 14:00:00,30880.0,30930.0,30930.0,20230500,20230600,20230600
2023-04-13 15:00:00,30720.0,30930.0,30930.0,20230500,20230600,20230600
2023-04-13 16:00:00,30670.0,30930.0,30930.0,20230500,20230600,20230600
2023-04-13 23:00:00,30670.0,30930.0,30930.0,20230500,20230600,20230600
2023-04-14 09:30:00,30965.0,31050.0,31050.0,20230500,20230600,20230600
2023-04-14 10:00:00,30840.0,30945.0,30945.0,20230500,20230600,20230600
2023-04-14 11:00:00,30520.0,30945.0,30945.0,20230500,20230600,20230600
2023-04-14 12:00:00,30410.0,30390.0,30390.0,20230500,20230600,20230600
2023-04-14 13:00:00,30550.0,30390.0,30390.0,20230500,20230600,20230600
2023-04-14 14:00:00,30585.0,30750.0,30750.0,20230500,20230600,20230600
2023-04-14 15:00:00,30635.0,30750.0,30750.0,20230500,20230600,20230600
2023-04-14 16:00:00,30770.0,30750.0,30750.0,20230500,20230600,20230600
2023-04-14 23:00:00,30770.0,30750.0,30750.0,20230500,20230600,20230600
2023-04-17 09:30:00,29640.0,29820.0,29820.0,20230500,20230600,20230600
2023-04-17 10:00:00,29665.0,29820.0,29820.0,20230500,20230600,20230600
2023-04-17 11:00:00,29500.0,29750.0,29750.0,20230500,20230600,20230600
2023-04-17 12:00:00,29600.0,29865.0,29865.0,20230500,20230600,20230600
2023-04-17 13:00:00,29735.0,29825.0,29825.0,20230500,20230600,20230600
2023-04-17 14:00:00,29735.0,29825.0,29825.0,20230500,20230600,20230600
2023-04-17 15:00:00,29800.0,29825.0,29825.0,20230500,20230600,20230600
2023-04-17 16:00:00,29720.0,29880.0,29880.0,20230500,20230600,20230600
2023-04-17 23:00:00,29720.0,29880.0,29880.0,20230500,20230600,20230600
2023-04-18 09:30:00,30645.0,30660.0,30660.0,20230500,20230600,20230600
2023-04-18 10:00:00,30545.0,30660.0,30660.0,20230500,20230600,20230600
2023-04-18 11:00:00,30350.0,30660.0,30660.0,20230500,20230600,20230600
2023-04-18 12:00:00,30515.0,30660.0,30660.0,20230500,20230600,20230600
2023-04-18 13:00:00,30415.0,30485.0,30485.0,20230500,20230600,20230600
2023-04-18 14:00:00,30350.0,30485.0,30485.0,20230500,20230600,20230600
2023-04-18 15:00:00,30445.0,30485.0,30485.0,20230500,20230600,20230600
2023-04-18 16:00:00,30720.0,30690.0,30690.0,20230500,20230600,20230600
2023-04-18 23:00:00,30720.0,30690.0,30690.0,20230500,20230600,20230600
2023-04-19 09:30:00,29545.0,29655.0,29655.0,20230500,20230600,20230600
2023-04-19 10:00:00,29635.0,29710.0,29710.0,20230500,20230600,20230600
2023-04-19 11:00:00,29475.0,29720.0,29720.0,20230500,20230600,20230600
2023-04-19 12:00:00,29540.0,29680.0,29680.0,20230500,20230600,20230600
2023-04-19 13:00:00,29530.0,29660.0,29660.0,20230500,20230600,20230600
2023-04-19 14:00:00,29575.0,29700.0,29700.0,20230500,20230600,20230600
2023-04-19 15:00:00,29460.0,29670.0,29670.0,20230500,20230600,20230600
2023-04-19 16:00:00,29460.0,29500.0,29500.0,20230500,20230600,20230600
2023-04-19 23:00:00,29460.0,29500.0,29500.0,20230500,20230600,20230600
2023-04-20 09:30:00,29050.0,29265.0,29265.0,20230500,20230600,20230600
2023-04-20 10:00:00,28980.0,29110.0,29110.0,20230500,20230600,20230600
2023-04-20 11:00:00,28780.0,28840.0,28840.0,20230500,20230600,20230600
2023-04-20 12:00:00,28775.0,28650.0,28650.0,20230500,20230600,20230600
2023-04-20 13:00:00,28700.0,28650.0,28650.0,20230500,20230600,20230600
2023-04-20 14:00:00,28470.0,28640.0,28640.0,20230500,20230600,20230600
2023-04-20 15:00:00,28275.0,28400.0,28400.0,20230500,20230600,20230600
2023-04-20 16:00:00,28420.0,28500.0,28500.0,20230500,20230600,20230600
2023-04-20 23:00:00,28420.0,28500.0,28500.0,20230500,20230600,20230600
2023-04-21 09:30:00,28445.0,28600.0,28600.0,20230500,20230600,20230600
2023-04-21 10:00:00,28245.0,28375.0,28375.0,20230500,20230600,20230600
2023-04-21 11:00:00,28265.0,28325.0,28325.0,20230500,20230600,20230600
2023-04-21 12:00:00,28170.0,28325.0,28325.0,20230500,20230600,20230600
2023-04-21 13:00:00,27985.0,28325.0,28325.0,20230500,20230600,20230600
2023-04-21 14:00:00,27935.0,28020.0,28020.0,20230500,20230600,20230600
2023-04-21 15:00:00,27505.0,27530.0,27530.0,20230500,20230600,20230600
2023-04-21 16:00:00,27510.0,27465.0,27465.0,20230500,20230600,20230600
2023-04-21 23:00:00,27510.0,27465.0,27465.0,20230500,20230600,20230600
2023-04-24 09:30:00,27780.0,27900.0,27900.0,20230500,20230600,20230600
2023-04-24 10:00:00,27700.0,27935.0,27935.0,20230600,20230700,20230700
2023-04-24 11:00:00,27595.0,27935.0,27935.0,20230600,20230700,20230700
2023-04-24 12:00:00,27330.0,27935.0,27935.0,20230600,20230700,20230700
2023-04-24 13:00:00,27250.0,27935.0,27935.0,20230600,20230700,20230700
2023-04-24 14:00:00,27250.0,27935.0,27935.0,20230600,20230700,20230700
2023-04-24 15:00:00,27705.0,27935.0,27935.0,20230600,20230700,20230700
2023-04-24 16:00:00,27780.0,27935.0,27935.0,20230600,20230700,20230700
2023-04-24 23:00:00,27780.0,27755.0,27755.0,20230600,20230700,20230700
2023-04-25 09:30:00,27630.0,,,20230600,20230700,20230700
2023-04-25 10:00:00,27550.0,,,20230600,20230700,20230700
2023-04-25 11:00:00,27550.0,,,20230600,20230700,20230700
2023-04-25 12:00:00,27550.0,,,20230600,20230700,20230700
2023-04-25 13:00:00,27765.0,,,20230600,20230700,20230700
2023-04-25 14:00:00,28050.0,,,20230600,20230700,20230700
2023-04-25 15:00:00,27760.0,,,20230600,20230700,20230700
2023-04-25 16:00:00,27760.0,,,20230600,20230700,20230700
2023-04-25 23:00:00,27760.0,28005.0,28005.0,20230600,20230700,20230700
