DATETIME,FINAL,HIGH,LOW,OPEN,VOLUME
2022-12-19 23:00:00,1412.4,1412.4,1412.4,1412.4,0.0
2022-12-20 23:00:00,1411.0,1411.0,1411.0,1411.0,0.0
2022-12-21 23:00:00,1428.8,1428.8,1428.8,1428.8,0.0
2022-12-22 23:00:00,1426.9,1426.9,1426.9,1426.9,0.0
2022-12-23 23:00:00,1427.4,1427.4,1427.4,1427.4,0.0
2022-12-27 23:00:00,1423.6,1423.6,1423.6,1423.6,0.0
2022-12-28 23:00:00,1415.0,1415.0,1415.0,1415.0,0.0
2022-12-29 23:00:00,1428.7,1428.7,1428.7,1428.7,0.0
2022-12-30 23:00:00,1424.2,1424.2,1424.2,1424.2,0.0
2023-01-03 23:00:00,1420.2,1420.2,1420.2,1420.2,0.0
2023-01-04 23:00:00,1423.5,1423.5,1423.5,1423.5,0.0
2023-01-05 23:00:00,1408.6,1408.6,1408.6,1408.6,0.0
2023-01-06 23:00:00,1421.0,1421.0,1421.0,1421.0,0.0
2023-01-09 23:00:00,1397.2,1397.2,1397.2,1397.2,0.0
2023-01-10 23:00:00,1408.7,1408.7,1408.7,1408.7,0.0
2023-01-11 23:00:00,1416.9,1416.9,1416.9,1416.9,0.0
2023-01-12 23:00:00,1411.3,1411.3,1411.3,1411.3,0.0
2023-01-13 23:00:00,1417.8,1417.8,1417.8,1417.8,0.0
2023-01-17 23:00:00,1410.3,1410.3,1410.3,1410.3,0.0
2023-01-18 23:00:00,1389.6,1389.6,1389.6,1389.6,0.0
2023-01-19 23:00:00,1393.3,1393.3,1393.3,1393.3,0.0
2023-01-20 23:00:00,1401.0,1401.0,1401.0,1401.0,0.0
2023-01-23 23:00:00,1404.9,1404.9,1404.9,1404.9,0.0
2023-01-24 23:00:00,1396.0,1396.0,1396.0,1396.0,0.0
2023-01-25 23:00:00,1395.4,1395.4,1395.4,1395.4,0.0
2023-01-26 23:00:00,1397.2,1397.2,1397.2,1397.2,0.0
2023-01-27 23:00:00,1387.6,1387.6,1387.6,1387.6,0.0
2023-01-30 23:00:00,1374.6,1374.6,1374.6,1374.6,0.0
2023-01-31 23:00:00,1392.1,1392.1,1392.1,1392.1,0.0
2023-02-01 23:00:00,1397.8,1397.8,1397.8,1397.8,0.0
2023-02-02 23:00:00,1389.0,1389.0,1389.0,1389.0,0.0
2023-02-03 23:00:00,1385.1,1385.1,1385.1,1385.1,0.0
2023-02-10 23:00:00,1382.5,1382.5,1382.5,1382.5,0.0
2023-02-13 23:00:00,1392.9,1392.9,1392.9,1392.9,0.0
2023-02-14 23:00:00,1384.4,1384.4,1384.4,1384.4,0.0
2023-02-15 23:00:00,1377.4,1377.4,1377.4,1377.4,0.0
2023-02-16 23:00:00,1363.6,1363.6,1363.6,1363.6,0.0
2023-02-17 23:00:00,1375.4,1375.4,1375.4,1375.4,0.0
2023-02-21 23:00:00,1356.3,1356.3,1356.3,1356.3,0.0
2023-02-22 23:00:00,1351.7,1351.7,1351.7,1351.7,0.0
2023-02-23 23:00:00,1355.4,1355.4,1355.4,1355.4,0.0
2023-02-24 23:00:00,1337.2,1337.2,1337.2,1337.2,0.0
2023-02-27 23:00:00,1333.4,1333.4,1333.4,1333.4,0.0
2023-02-28 23:00:00,1324.3,1324.3,1324.3,1324.3,0.0
2023-03-01 23:00:00,1320.9,1320.9,1320.9,1320.9,0.0
2023-03-02 23:00:00,1328.2,1328.2,1328.2,1328.2,0.0
2023-03-03 23:00:00,1343.8,1343.8,1343.8,1343.8,0.0
2023-03-06 23:00:00,1343.1,1343.1,1343.1,1343.1,0.0
2023-03-07 23:00:00,1320.9,1320.9,1320.9,1320.9,0.0
2023-03-08 23:00:00,1313.3,1313.3,1313.3,1313.3,0.0
2023-03-09 23:00:00,1299.2,1299.2,1299.2,1299.2,0.0
2023-03-10 23:00:00,1290.0,1290.0,1290.0,1290.0,0.0
2023-03-13 23:00:00,1301.3,1301.3,1301.3,1301.3,0.0
2023-03-14 23:00:00,1313.8,1313.8,1313.8,1313.8,0.0
2023-03-15 23:00:00,1309.5,1309.5,1309.5,1309.5,0.0
2023-03-16 23:00:00,1323.1,1323.1,1323.1,1323.1,0.0
2023-03-17 23:00:00,1305.9,1305.9,1305.9,1305.9,0.0
2023-03-20 23:00:00,1322.5,1322.5,1322.5,1322.5,0.0
2023-03-21 23:00:00,1329.6,1329.6,1329.6,1329.6,0.0
2023-03-22 23:00:00,1311.7,1311.7,1311.7,1311.7,0.0
2023-03-23 23:00:00,1309.2,1309.2,1309.2,1309.2,0.0
2023-03-24 23:00:00,1324.7,1324.7,1324.7,1324.7,0.0
2023-03-27 23:00:00,1329.4,1329.4,1329.4,1329.4,0.0
2023-03-28 23:00:00,1322.5,1322.5,1322.5,1322.5,0.0
2023-03-29 23:00:00,1325.4,1325.4,1325.4,1325.4,0.0
