DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2022-09-19 23:00:00,31413.0,31413.0,31413.0,31413.0,0.0
2022-09-20 23:00:00,31115.0,31115.0,31115.0,31115.0,0.0
2022-09-21 23:00:00,30602.0,30602.0,30602.0,30602.0,0.0
2022-09-22 23:00:00,30470.0,30470.0,30470.0,30470.0,0.0
2022-09-23 23:00:00,30000.0,30000.0,30000.0,30000.0,0.0
2022-09-26 23:00:00,29650.0,29650.0,29650.0,29650.0,0.0
2022-09-27 23:00:00,29510.0,29510.0,29510.0,29510.0,0.0
2022-09-28 23:00:00,30072.0,30072.0,30072.0,30072.0,0.0
2022-09-29 23:00:00,29612.0,29612.0,29612.0,29612.0,0.0
2022-09-30 23:00:00,29094.0,29094.0,29094.0,29094.0,0.0
2022-10-03 23:00:00,29865.0,29865.0,29865.0,29865.0,0.0
2022-10-04 23:00:00,30694.0,30694.0,30694.0,30694.0,0.0
2022-10-05 23:00:00,30624.0,30624.0,30624.0,30624.0,0.0
2022-10-06 23:00:00,30315.0,30315.0,30315.0,30315.0,0.0
2022-10-07 23:00:00,29958.0,29958.0,29958.0,29958.0,0.0
2022-10-10 23:00:00,29866.0,29866.0,29866.0,29866.0,0.0
2022-10-11 23:00:00,29856.0,29856.0,29856.0,29856.0,0.0
2022-10-12 23:00:00,29856.0,29856.0,29856.0,29856.0,0.0
2022-10-13 23:00:00,30702.0,30702.0,30702.0,30702.0,0.0
2022-10-14 23:00:00,30291.0,30291.0,30291.0,30291.0,0.0
2022-10-17 23:00:00,30829.0,30829.0,30829.0,30829.0,0.0
2022-10-18 23:00:00,31183.0,31183.0,31183.0,31183.0,0.0
2022-10-19 23:00:00,31077.0,31077.0,31077.0,31077.0,0.0
2022-10-20 23:00:00,30971.0,30971.0,30971.0,30971.0,0.0
2022-10-21 23:00:00,31737.0,31737.0,31737.0,31737.0,0.0
2022-10-24 23:00:00,32168.0,32168.0,32168.0,32168.0,0.0
2022-10-25 23:00:00,32496.0,32496.0,32496.0,32496.0,0.0
2022-10-26 23:00:00,32492.0,32492.0,32492.0,32492.0,0.0
2022-10-27 23:00:00,32696.0,32696.0,32696.0,32696.0,0.0
2022-10-28 23:00:00,33545.0,33545.0,33545.0,33545.0,0.0
2022-10-31 23:00:00,33412.0,33412.0,33412.0,33412.0,0.0
2022-11-01 23:00:00,33325.0,33325.0,33325.0,33325.0,0.0
2022-11-02 23:00:00,32808.0,32808.0,32808.0,32808.0,0.0
2022-11-03 23:00:00,32651.0,32651.0,32651.0,32651.0,0.0
2022-11-04 23:00:00,33069.0,33069.0,33069.0,33069.0,0.0
2022-11-07 23:00:00,33483.0,33483.0,33483.0,33483.0,0.0
2022-11-08 23:00:00,33828.0,33828.0,33828.0,33828.0,0.0
2022-11-09 23:00:00,33152.0,33152.0,33152.0,33152.0,0.0
2022-11-10 23:00:00,34377.0,34377.0,34377.0,34377.0,0.0
2022-11-11 23:00:00,34419.0,34419.0,34419.0,34419.0,0.0
2022-11-14 23:00:00,34191.0,34191.0,34191.0,34191.0,0.0
2022-11-15 23:00:00,34235.0,34235.0,34235.0,34235.0,0.0
2022-11-16 23:00:00,34218.0,34218.0,34218.0,34218.0,0.0
2022-11-17 23:00:00,34192.0,34192.0,34192.0,34192.0,0.0
2022-11-18 23:00:00,34400.0,34400.0,34400.0,34400.0,0.0
2022-11-21 23:00:00,34342.0,34342.0,34342.0,34342.0,0.0
2022-11-22 23:00:00,34761.0,34761.0,34761.0,34761.0,0.0
2022-11-23 23:00:00,34838.0,34838.0,34838.0,34838.0,0.0
2022-11-25 23:00:00,34992.0,34992.0,34992.0,34992.0,0.0
2022-11-28 23:00:00,34495.0,34495.0,34495.0,34495.0,0.0
2022-11-29 23:00:00,34482.0,34482.0,34482.0,34482.0,0.0
2022-11-30 23:00:00,35150.0,35150.0,35150.0,35150.0,1.0
2022-12-01 23:00:00,35026.0,35026.0,35026.0,35026.0,0.0
2022-12-02 23:00:00,35057.0,35057.0,35057.0,35057.0,0.0
2022-12-05 23:00:00,34577.0,34577.0,34577.0,34577.0,0.0
2022-12-06 23:00:00,34213.0,34213.0,34213.0,34213.0,0.0
2022-12-07 23:00:00,34209.0,34209.0,34209.0,34209.0,0.0
2022-12-08 23:00:00,34386.0,34386.0,34386.0,34386.0,0.0
2022-12-09 23:00:00,34552.0,34552.0,34067.0,34067.0,1.0
2022-12-12 23:00:00,34605.0,34605.0,34605.0,34605.0,0.0
2022-12-13 23:00:00,34710.0,34710.0,34710.0,34710.0,0.0
2022-12-14 23:00:00,34587.0,34587.0,34587.0,34587.0,0.0
2022-12-15 23:00:00,33790.0,33790.0,33790.0,33790.0,0.0
2022-12-16 23:00:00,33550.0,33550.0,33504.0,33504.0,3.0
2022-12-19 23:00:00,33330.0,33330.0,33330.0,33330.0,0.0
2022-12-20 23:00:00,33538.0,33538.0,33413.0,33413.0,1.0
2022-12-21 23:00:00,33937.0,33937.0,33937.0,33937.0,0.0
2022-12-22 23:00:00,33600.0,33600.0,33595.0,33595.0,1.0
2022-12-23 23:00:00,33756.0,33756.0,33756.0,33756.0,0.0
2022-12-27 23:00:00,33795.0,33795.0,33795.0,33795.0,0.0
2022-12-28 23:00:00,33600.0,33600.0,33430.0,33430.0,1.0
2022-12-29 23:00:00,33800.0,33800.0,33761.0,33761.0,1.0
2022-12-30 23:00:00,33600.0,33691.0,33600.0,33691.0,1.0
2023-01-03 23:00:00,33600.0,33684.0,33585.0,33684.0,4.0
2023-01-04 23:00:00,33815.0,33815.0,33815.0,33815.0,0.0
2023-01-05 23:00:00,33600.0,33600.0,33464.0,33464.0,3.0
2023-01-06 23:00:00,33900.0,34200.0,33900.0,34170.0,6.0
2023-01-09 23:00:00,34400.0,34400.0,34056.0,34056.0,2.0
2023-01-10 23:00:00,34100.0,34237.0,34100.0,34237.0,1.0
2023-01-11 23:00:00,34400.0,34511.0,34400.0,34511.0,1.0
2023-01-12 23:00:00,34800.0,34800.0,34740.0,34740.0,2.0
2023-01-13 23:00:00,34800.0,34836.0,34800.0,34836.0,6.0
