DATETIME,FINAL,HIGH,LOW,OPEN,VOLUME
2022-12-21 23:00:00,636.4,636.4,636.4,636.4,0.0
2022-12-22 23:00:00,633.2,633.2,633.2,633.2,0.0
2022-12-23 23:00:00,630.5,630.5,630.5,630.5,0.0
2022-12-27 23:00:00,643.1,643.1,643.1,643.1,0.0
2022-12-28 23:00:00,635.5,635.5,635.5,635.5,0.0
2022-12-29 23:00:00,644.9,644.9,644.9,644.9,0.0
2022-12-30 23:00:00,637.1,637.1,637.1,637.1,0.0
2023-01-02 23:00:00,641.5,641.5,641.5,641.5,0.0
2023-01-03 23:00:00,646.4,646.4,646.4,646.4,0.0
2023-01-04 23:00:00,659.7,659.7,659.7,659.7,0.0
2023-01-05 23:00:00,661.4,661.4,661.4,661.4,0.0
2023-01-06 23:00:00,672.6,672.6,672.6,672.6,0.0
2023-01-09 23:00:00,683.1,683.1,683.1,683.1,0.0
2023-01-10 23:00:00,680.8,680.8,680.8,680.8,0.0
2023-01-11 23:00:00,682.7,682.7,682.7,682.7,0.0
2023-01-12 23:00:00,683.1,683.1,683.1,683.1,0.0
2023-01-13 23:00:00,687.0,687.0,687.0,687.0,0.0
2023-01-16 23:00:00,687.6,687.6,687.6,687.6,0.0
2023-01-17 23:00:00,687.9,687.9,687.9,687.9,0.0
2023-01-18 23:00:00,684.7,684.7,684.7,684.7,0.0
2023-01-19 23:00:00,686.6,686.6,686.6,686.6,0.0
2023-01-20 23:00:00,697.7,697.7,697.7,697.7,0.0
2023-01-23 23:00:00,708.0,708.0,708.0,708.0,0.0
2023-01-24 23:00:00,706.0,706.0,706.0,706.0,0.0
2023-01-25 23:00:00,701.2,701.2,701.2,701.2,0.0
2023-01-26 23:00:00,711.0,711.0,711.0,711.0,0.0
2023-01-27 23:00:00,711.1,711.1,711.1,711.1,0.0
2023-01-30 23:00:00,702.3,702.3,702.3,702.3,0.0
2023-01-31 23:00:00,692.4,692.4,692.4,692.4,0.0
2023-02-01 23:00:00,698.4,698.4,698.4,698.4,0.0
2023-02-02 23:00:00,697.4,697.4,697.4,697.4,0.0
2023-02-03 23:00:00,693.2,693.2,693.2,693.2,0.0
2023-02-06 23:00:00,679.7,679.7,679.7,679.7,0.0
2023-02-07 23:00:00,680.5,680.5,680.5,680.5,0.0
2023-02-08 23:00:00,682.0,682.0,682.0,682.0,0.0
2023-02-09 23:00:00,691.3,691.3,691.3,691.3,0.0
2023-02-10 23:00:00,683.4,683.4,683.4,683.4,0.0
2023-02-13 23:00:00,687.2,687.2,687.2,687.2,0.0
2023-02-14 23:00:00,685.9,685.9,685.9,685.9,0.0
2023-02-15 23:00:00,678.1,678.1,678.1,678.1,0.0
2023-02-16 23:00:00,681.3,681.3,681.3,681.3,0.0
2023-02-17 23:00:00,669.7,669.7,669.7,669.7,0.0
2023-02-20 23:00:00,678.1,678.1,678.1,678.1,0.0
2023-02-21 23:00:00,668.5,668.5,668.5,668.5,0.0
2023-02-22 23:00:00,661.5,661.5,661.5,661.5,0.0
2023-02-23 23:00:00,664.4,664.4,664.4,664.4,0.0
2023-02-24 23:00:00,650.6,650.6,650.6,650.6,0.0
2023-02-27 23:00:00,654.3,654.3,654.3,654.3,0.0
2023-02-28 23:00:00,651.5,651.5,651.5,651.5,0.0
2023-03-01 23:00:00,666.9,666.9,666.9,666.9,0.0
2023-03-02 23:00:00,667.6,667.6,667.6,667.6,0.0
2023-03-03 23:00:00,672.9,672.9,672.9,672.9,0.0
2023-03-06 23:00:00,675.1,675.1,675.1,675.1,0.0
2023-03-07 23:00:00,665.7,665.7,665.7,665.7,0.0
2023-03-08 23:00:00,663.2,663.2,663.2,663.2,0.0
2023-03-09 23:00:00,652.1,652.1,652.1,652.1,0.0
2023-03-10 23:00:00,642.5,642.5,642.5,642.5,0.0
