DATETIME,FINAL,HIGH,LOW,OPEN,VOLUME
2023-01-03 23:00:00,0.1372,0.1372,0.1372,0.1372,0.0
2023-01-04 23:00:00,0.1325,0.1325,0.1325,0.1325,0.0
2023-01-05 23:00:00,0.1353,0.1353,0.1353,0.1353,0.0
2023-01-06 23:00:00,0.13955,0.13955,0.13955,0.13955,0.0
2023-01-09 23:00:00,0.1397,0.1397,0.1397,0.1397,0.0
2023-01-10 23:00:00,0.14155,0.14155,0.14155,0.14155,0.0
2023-01-11 23:00:00,0.14325,0.14325,0.14325,0.14325,0.0
2023-01-12 23:00:00,0.14625,0.14625,0.14625,0.14625,0.0
2023-01-13 23:00:00,0.14575,0.14575,0.14575,0.14575,0.0
2023-01-16 23:00:00,0.14575,0.14575,0.14575,0.14575,0.0
2023-01-17 23:00:00,0.1457,0.1457,0.1457,0.1457,0.0
2023-01-18 23:00:00,0.14275,0.14275,0.14275,0.14275,0.0
2023-01-19 23:00:00,0.1418,0.1418,0.1418,0.1418,0.0
2023-01-20 23:00:00,0.1406,0.1406,0.1406,0.1406,0.0
2023-01-23 23:00:00,0.14075,0.14075,0.14075,0.14075,0.0
2023-01-24 23:00:00,0.1426,0.1426,0.1426,0.1426,0.0
2023-01-25 23:00:00,0.145,0.145,0.145,0.145,0.0
2023-01-26 23:00:00,0.1441,0.1441,0.1441,0.1441,0.0
2023-01-27 23:00:00,0.1425,0.1425,0.1425,0.1425,0.0
2023-01-30 23:00:00,0.1423,0.1423,0.1423,0.1423,0.0
2023-01-31 23:00:00,0.14355,0.14355,0.14355,0.14355,0.0
2023-02-01 23:00:00,0.14275,0.14275,0.14275,0.14275,0.0
2023-02-02 23:00:00,0.1433,0.1433,0.1433,0.1433,0.0
2023-02-03 23:00:00,0.13985,0.13985,0.13985,0.13985,0.0
2023-02-10 23:00:00,0.13955,0.13955,0.13955,0.13955,0.0
2023-02-13 23:00:00,0.1413,0.1413,0.1413,0.1413,0.0
2023-02-14 23:00:00,0.1419,0.1419,0.1419,0.1419,0.0
2023-02-15 23:00:00,0.1436,0.1436,0.1436,0.1436,0.0
2023-02-16 23:00:00,0.14385,0.14385,0.14385,0.14385,0.0
2023-02-17 23:00:00,0.14595,0.14595,0.14595,0.14595,0.0
2023-02-20 23:00:00,0.14595,0.14595,0.14595,0.14595,0.0
2023-02-21 23:00:00,0.14555,0.14555,0.14555,0.14555,0.0
2023-02-22 23:00:00,0.14505,0.14505,0.14505,0.14505,0.0
2023-02-23 23:00:00,0.14655,0.14655,0.14655,0.14655,0.0
2023-02-24 23:00:00,0.14415,0.14415,0.14415,0.14415,0.0
2023-02-27 23:00:00,0.14615,0.14615,0.14615,0.14615,0.0
2023-02-28 23:00:00,0.1448,0.1448,0.1448,0.1448,0.0
2023-03-01 23:00:00,0.14585,0.14585,0.14585,0.14585,0.0
2023-03-02 23:00:00,0.1455,0.1455,0.1455,0.1455,0.0
2023-03-03 23:00:00,0.1448,0.1448,0.1448,0.1448,0.0
2023-03-06 23:00:00,0.14655,0.14655,0.14655,0.14655,0.0
2023-03-07 23:00:00,0.14665,0.14665,0.14665,0.14665,0.0
2023-03-08 23:00:00,0.15,0.15,0.15,0.15,0.0
2023-03-09 23:00:00,0.1506,0.1506,0.1506,0.1506,0.0
2023-03-10 23:00:00,0.1467,0.1467,0.1467,0.1467,0.0
2023-03-13 23:00:00,0.1444,0.1444,0.1444,0.1444,0.0
2023-03-14 23:00:00,0.14445,0.14445,0.14445,0.14445,0.0
2023-03-15 23:00:00,0.14165,0.14165,0.14165,0.14165,0.0
2023-03-16 23:00:00,0.1426,0.1426,0.1426,0.1426,0.0
2023-03-17 23:00:00,0.14135,0.14135,0.14135,0.14135,0.0
2023-03-20 23:00:00,0.1434,0.1434,0.1434,0.1434,0.0
2023-03-21 23:00:00,0.145,0.145,0.145,0.145,0.0
2023-03-22 23:00:00,0.14485,0.14485,0.14485,0.14485,0.0
2023-03-23 23:00:00,0.14185,0.14185,0.14185,0.14185,0.0
2023-03-24 23:00:00,0.14305,0.14305,0.14305,0.14305,0.0
2023-03-27 23:00:00,0.14605,0.14605,0.14605,0.14605,0.0
2023-03-28 23:00:00,0.147,0.147,0.147,0.147,0.0
2023-03-29 23:00:00,0.1461,0.1461,0.1461,0.1461,0.0
2023-03-30 23:00:00,0.1491,0.1491,0.1491,0.1491,0.0
2023-03-31 23:00:00,0.1495,0.1495,0.1495,0.1495,0.0
2023-04-03 23:00:00,0.15075,0.15075,0.15075,0.15075,0.0
2023-04-04 23:00:00,0.1479,0.1479,0.1479,0.1479,0.0
2023-04-05 23:00:00,0.14775,0.14775,0.14775,0.14775,0.0
2023-04-06 23:00:00,0.1482,0.1482,0.1482,0.1482,0.0
2023-04-10 23:00:00,0.14915,0.14915,0.14915,0.14915,0.0
2023-04-11 23:00:00,0.1535,0.1535,0.1535,0.1535,0.0
2023-04-12 23:00:00,0.1548,0.1548,0.1548,0.1548,0.0
2023-04-13 23:00:00,0.1554,0.1554,0.1554,0.1554,0.0
2023-04-14 23:00:00,0.15645,0.15645,0.15645,0.15645,0.0
2023-04-17 23:00:00,0.15665,0.15665,0.15665,0.15665,0.0
2023-04-18 23:00:00,0.15395,0.15395,0.15395,0.15395,0.0
2023-04-19 23:00:00,0.1503,0.1503,0.1503,0.1503,0.0
2023-04-20 23:00:00,0.1518,0.1518,0.1518,0.1518,0.0
2023-04-21 23:00:00,0.1516,0.1516,0.1516,0.1516,0.0
2023-04-24 23:00:00,0.15265,0.15265,0.15265,0.15265,0.0
2023-04-25 23:00:00,0.15095,0.15095,0.15095,0.15095,0.0
