,date,sampling,expiry
0,20230200,False,20230201
1,20230400,False,20230401
2,20230500,False,20230512
3,20230600,True,20230614
4,20230700,True,20230717
5,20230800,True,20230814
6,20231000,True,20231013
7,20231200,True,20231214
