,date,sampling,expiry
0,20230300,False,20230301
1,20230500,False,20230512
2,20230700,True,20230714
3,20230900,True,20230914
4,20231200,True,20231214
5,20240300,True,20240314
6,20240500,True,20240514
7,20240700,True,20240712
8,20240900,True,20240913
9,20241200,True,20241213
10,20250300,True,20250314
11,20250500,True,20250514
12,20250700,True,20250714
13,20250900,True,20250912
14,20251200,True,20251212
15,20260300,False,20260301
