,date,sampling,expiry
0,20230300,False,20230301
1,20230500,False,20230426
2,20230700,False,20230628
3,20230900,True,20230829
4,20231200,True,20231128
5,20240300,True,20240227
6,20240500,False,20240426
7,20240700,False,20240626
8,20240900,False,20240828
9,20241200,False,20241126
10,20250300,False,20250301
11,20250500,False,20250501
12,20250700,False,20250701
