,date,sampling,expiry
0,20230200,False,20230201
1,20230300,False,20230301
2,20230400,False,20230401
3,20230500,False,20230426
4,20230600,False,20230526
5,20230700,True,20230628
6,20230800,True,20230727
7,20230900,True,20230829
8,20231000,True,20230927
9,20231100,True,20231027
10,20231200,True,20231128
11,20240100,True,20231227
