,date,sampling,expiry
0,20230300,False,20230301
1,20230400,False,20230426
2,20230600,True,20230628
3,20230700,True,20230727
4,20230900,True,20230927
5,20231000,True,20231027
6,20231200,True,20231227
7,20240100,True,20240129
