,date,sampling,expiry
0,20230300,False,20230301
1,20230600,True,20230619
2,20230900,True,20230918
3,20231200,True,20231218
4,20240300,True,20240318
5,20240600,True,20240617
6,20240900,True,20240916
7,20241200,True,20241216
8,20250300,True,20250317
9,20250600,True,20250616
10,20250900,True,20250915
11,20251200,True,20251215
12,20260300,True,20260316
13,20260600,False,20260615
14,20260900,False,20260914
15,20261200,True,20261214
16,20270300,False,20270315
